නෑවා,නානවා
නෑවා,නාන්න
නෑවා,සිරුර සෝදනවා
සිරුර සෝදනවා,නානවා
සිරුර සෝදනවා,නාන්න
සිරුර සෝදනවා,නෑවා
ලස්සන,Beautiful
Beautiful,Beautiful
ලස්සන,Beautiful
Beautiful,ලස්සන
ඇඳ,Bed
බයිසිකලය,Bicycle
බයිසිකල්,Bicycle
පාපැදිය,Bicycle
බයිසිකලය,බයිසිකල්
බයිසිකලය,පාපැදිය
බයිසිකල්,බයිසිකලය
බයිසිකල්,පාපැදිය
පාපැදිය,බයිසිකලය
පාපැදිය,බයිසිකල්
කුරුල්ලා,Bird
කුරුල්ලෝ,Bird
කුරුල්ලා,කුරුල්ලෝ
කුරුල්ලෝ,කුරුල්ලා
කළු,Black
කලු,Black
කළු,කලු
කලු,කළු
නිල්,Blue
බෝට්ටුව,Boat
බෝට්ටු,Boat
බෝට්ටුව,බෝට්ටු
බෝට්ටු,බෝට්ටුව
නටනවා,Boil
තම්බනවා,Boil
තම්බන්න,Boil
තැම්බුවා,Boil
උණු කරනවා,Boil
නටනවා,තම්බනවා
නටනවා,තම්බන්න
නටනවා,තැම්බුවා
නටනවා,උණු කරනවා
තම්බනවා,නටනවා
තම්බනවා,තම්බන්න
තම්බනවා,තැම්බුවා
තම්බනවා,උණු කරනවා
තම්බන්න,නටනවා
තම්බන්න,තම්බනවා
තම්බන්න,තැම්බුවා
තම්බන්න,උණු කරනවා
තැම්බුවා,නටනවා
තැම්බුවා,තම්බනවා
තැම්බුවා,තම්බන්න
තැම්බුවා,උණු කරනවා
උණු කරනවා,නටනවා
උණු කරනවා,තම්බනවා
උණු කරනවා,තම්බන්න
උණු කරනවා,තැම්බුවා
පොත,Book
පොත්,Book
ග්‍රන්ථය,Book
පොත,පොත්
පොත,ග්‍රන්ථය
පොත්,පොත
පොත්,ග්‍රන්ථය
ග්‍රන්ථය,පොත
ග්‍රන්ථය,පොත්
කඩනවා,Break
කඩන්න,Break
කැඩුවා,Break
කඩනවා,කඩන්න
කඩනවා,කැඩුවා
කඩන්න,කඩනවා
කඩන්න,කැඩුවා
කැඩුවා,කඩනවා
කැඩුවා,කඩන්න
ගෙනෙනවා,Bring
ගෙනෙන්න,Bring
ගෙනාවා,Bring
ගෙනෙනවා,ගෙනෙන්න
ගෙනෙනවා,ගෙනාවා
ගෙනෙන්න,ගෙනෙනවා
ගෙනෙන්න,ගෙනාවා
ගෙනාවා,ගෙනෙනවා
ගෙනාවා,ගෙනෙන්න
සහෝදරයා,Bro
මස්සිනා,Brother in law
දුඹුරු,Brown
බස් එක,Bus
බස්,Bus
බස් රථය,Bus
බස් එක,බස්
බස් එක,බස් රථය
බස්,බස් එක
බස්,බස් රථය
බස් රථය,බස් එක
බස් රථය,බස්
බස් නැවතුම,Bus station
බස් ස්ටෑන්ඩ් එක,Bus station
බස් නැවතුම,බස් ස්ටෑන්ඩ් එක
බස් ස්ටෑන්ඩ් එක,බස් නැවතුම
මිලදී ගන්නවා,Buy
මිලදී ගත්තා,Buy
Buy,Buy
මිලදී ගන්නවා,මිලදී ගත්තා
මිලදී ගන්නවා,Buy
මිලදී ගත්තා,මිලදී ගන්නවා
මිලදී ගත්තා,Buy
Buy,මිලදී ගන්නවා
Buy,මිලදී ගත්තා
 කැමරාව,Camera
කැමරාව,Camera
 කැමරාව,කැමරාව
කැමරාව, කැමරාව
පුළුවන්,Can
බෑ,Cant
බැහැ,Cant
බෑ,බැහැ
බැහැ,බෑ
කාර් එක,Car
කාර්,Car
කාර් රථය,Car
කාර් එක,කාර්
කාර් එක,කාර් රථය
කාර්,කාර් එක
කාර්,කාර් රථය
කාර් රථය,කාර් එක
කාර් රථය,කාර්
කාඩ්පත,Card
කාඩ් එක,Card
කාඩ්පත,කාඩ් එක
කාඩ් එක,කාඩ්පත
පරිස්සමින්,Careful
පරිස්සමෙන්,Careful
පරිස්සමින්,පරිස්සමෙන්
පරිස්සමෙන්,පරිස්සමින්
කැරට්,Carrot
ගෙනියනවා,Carry
ගෙනියන්න,Carry
ගෙනිච්චා,Carry
ගෙනියනවා,ගෙනියන්න
ගෙනියනවා,ගෙනිච්චා
ගෙනියන්න,ගෙනියනවා
ගෙනියන්න,ගෙනිච්චා
ගෙනිච්චා,ගෙනියනවා
ගෙනිච්චා,ගෙනියන්න
බළලා,Cat
පූසා,Cat
පූසෝ,Cat
පූසෙක්,Cat
බළලා,පූසා
බළලා,පූසෝ
බළලා,පූසෙක්
පූසා,බළලා
පූසා,පූසෝ
පූසා,පූසෙක්
පූසෝ,බළලා
පූසෝ,පූසා
පූසෝ,පූසෙක්
පූසෙක්,බළලා
පූසෙක්,පූසා
පූසෙක්,පූසෝ
විදුලි පංකාව,Ceiling fan
ෆෑන් එක,Ceiling fan
විදුලි පංකාව,ෆෑන් එක
ෆෑන් එක,විදුලි පංකාව
මොබයිල්,Cell phone
Cell phone,Cell phone
මොබයිල්,Cell phone
Cell phone,මොබයිල්
දාමය,Chain
මාලය,Chain
දාමය,මාලය
මාලය,දාමය
පුටුව,Chair
පුටු,Chair
පුටුව,පුටු
පුටු,පුටුව
වෙනස් කරනවා,Change
වෙනස් කරන්න,Change
වෙනස් කළා,Change
වෙනස් කරනවා,වෙනස් කරන්න
වෙනස් කරනවා,වෙනස් කළා
වෙනස් කරන්න,වෙනස් කරනවා
වෙනස් කරන්න,වෙනස් කළා
වෙනස් කළා,වෙනස් කරනවා
වෙනස් කළා,වෙනස් කරන්න
ළමයා,Child
බබා,Child
දරුවා,Child
පොඩ්ඩා,Child
ළමයා,බබා
ළමයා,දරුවා
ළමයා,පොඩ්ඩා
බබා,ළමයා
බබා,දරුවා
බබා,පොඩ්ඩා
දරුවා,ළමයා
දරුවා,බබා
දරුවා,පොඩ්ඩා
පොඩ්ඩා,ළමයා
පොඩ්ඩා,බබා
පොඩ්ඩා,දරුවා
ළමයි,Children
තේරීම,Choice
තෝරනවා,Choose
තෝරන්න,Choose
තෝරාගන්නවා,Choose
Choose,Choose
තෝරනවා,තෝරන්න
තෝරනවා,තෝරාගන්නවා
තෝරනවා,Choose
තෝරන්න,තෝරනවා
තෝරන්න,තෝරාගන්නවා
තෝරන්න,Choose
තෝරාගන්නවා,තෝරනවා
තෝරාගන්නවා,තෝරන්න
තෝරාගන්නවා,Choose
Choose,තෝරනවා
Choose,තෝරන්න
Choose,තෝරාගන්නවා
පල්ලිය,Church
පල්ලි,Church
පල්ලිය,පල්ලි
පල්ලි,පල්ලිය
පැහැදිලිව,Clearly
ක්ලික් කරනවා,Click
ක්ලික් කරන්න,Click
ක්ලික් කළා,Click
ක්ලික් කරනවා,ක්ලික් කරන්න
ක්ලික් කරනවා,ක්ලික් කළා
ක්ලික් කරන්න,ක්ලික් කරනවා
ක්ලික් කරන්න,ක්ලික් කළා
ක්ලික් කළා,ක්ලික් කරනවා
ක්ලික් කළා,ක්ලික් කරන්න
ඇඳුම්,Clothing
සීතල,Cold
පාට,Color
වර්ණ,Color
පාට,වර්ණ
වර්ණ,පාට
එනවා,Come
එන්න,Come
ආවා,Come
එමු,Come
එන්නම්,Come
එනවා,එන්න
එනවා,ආවා
එනවා,එමු
එනවා,එන්නම්
එන්න,එනවා
එන්න,ආවා
එන්න,එමු
එන්න,එන්නම්
ආවා,එනවා
ආවා,එන්න
ආවා,එමු
ආවා,එන්නම්
එමු,එනවා
එමු,එන්න
එමු,ආවා
එමු,එන්නම්
එන්නම්,එනවා
එන්නම්,එන්න
එන්නම්,ආවා
එන්නම්,එමු
පරිගණකය,Computer
කොම්පියුටරය,Computer
පරිගණකය,කොම්පියුටරය
කොම්පියුටරය,පරිගණකය
සම්බන්ධ කරනවා,Connect
සම්බන්ධ කරන්න,Connect
සම්බන්ධ කළා,Connect
සම්බන්ධ,Connect
සම්බන්ධ කරනවා,සම්බන්ධ කරන්න
සම්බන්ධ කරනවා,සම්බන්ධ කළා
සම්බන්ධ කරනවා,සම්බන්ධ
සම්බන්ධ කරන්න,සම්බන්ධ කරනවා
සම්බන්ධ කරන්න,සම්බන්ධ කළා
සම්බන්ධ කරන්න,සම්බන්ධ
සම්බන්ධ කළා,සම්බන්ධ කරනවා
සම්බන්ධ කළා,සම්බන්ධ කරන්න
සම්බන්ධ කළා,සම්බන්ධ
සම්බන්ධ,සම්බන්ධ කරනවා
සම්බන්ධ,සම්බන්ධ කරන්න
සම්බන්ධ,සම්බන්ධ කළා
උයනවා,Cook
උයන්න,Cook
ඉව්වා,Cook
උයනවා,උයන්න
උයනවා,ඉව්වා
උයන්න,උයනවා
උයන්න,ඉව්වා
ඉව්වා,උයනවා
ඉව්වා,උයන්න
පිටපත් කරනවා,Copy
පිටපත් කරන්න,Copy
පිටපත් කළා,Copy
පිටපත්,Copy
පිටපත් කරනවා,පිටපත් කරන්න
පිටපත් කරනවා,පිටපත් කළා
පිටපත් කරනවා,පිටපත්
පිටපත් කරන්න,පිටපත් කරනවා
පිටපත් කරන්න,පිටපත් කළා
පිටපත් කරන්න,පිටපත්
පිටපත් කළා,පිටපත් කරනවා
පිටපත් කළා,පිටපත් කරන්න
පිටපත් කළා,පිටපත්
පිටපත්,පිටපත් කරනවා
පිටපත්,පිටපත් කරන්න
පිටපත්,පිටපත් කළා
කහිනවා,Cough
කහින්න,Cough
කැස්සා,Cough
කහිනවා,කහින්න
කහිනවා,කැස්සා
කහින්න,කහිනවා
කහින්න,කැස්සා
කැස්සා,කහිනවා
කැස්සා,කහින්න
ගණන් කරනවා,Count
ගණන් කරන්න,Count
ගණන් කරනවා,ගණන් කරන්න
ගණන් කරන්න,ගණන් කරනවා
වහනවා,Cover
වහන්න,Cover
වැහුවා,Cover
වහනවා,වහන්න
වහනවා,වැහුවා
වහන්න,වහනවා
වහන්න,වැහුවා
වැහුවා,වහනවා
වැහුවා,වහන්න
එළදෙන,Cow
එළ හරකා,Cow
එළදෙනුන්,Cow
එළදෙන,එළ හරකා
එළදෙන,එළදෙනුන්
එළ හරකා,එළදෙන
එළ හරකා,එළදෙනුන්
එළදෙනුන්,එළදෙන
එළදෙනුන්,එළ හරකා
කිඹුලා,Crocodile
කිඹුලෝ,Crocodile
කිඹුලෙක්,Crocodile
කිඹුලා,කිඹුලෝ
කිඹුලා,කිඹුලෙක්
කිඹුලෝ,කිඹුලා
කිඹුලෝ,කිඹුලෙක්
කිඹුලෙක්,කිඹුලා
කිඹුලෙක්,කිඹුලෝ
අඬනවා,Cry
අඬන්න,Cry
අඬුවා,Cry
අඬනවා,අඬන්න
අඬනවා,අඬුවා
අඬන්න,අඬනවා
අඬන්න,අඬුවා
අඬුවා,අඬනවා
අඬුවා,අඬන්න
සංස්කෘතිය,Culture
කෝප්පය,Cup
කපනවා,Cut
කපන්න,Cut
කැපුවා,Cut
කපනවා,කපන්න
කපනවා,කැපුවා
කපන්න,කපනවා
කපන්න,කැපුවා
කැපුවා,කපනවා
කැපුවා,කපන්න
නටන්න,Dance
නැටුවා,Dance
නටන්න,නැටුවා
නැටුවා,නටන්න
දුව,Daughter
දුවේ,Daughter
පැංචි,Daughter
දුව,දුවේ
දුව,පැංචි
දුවේ,දුව
දුවේ,පැංචි
පැංචි,දුව
පැංචි,දුවේ
දවස,Day
දින,Day
දවස,දින
දින,දවස
අනිද්දා,Day after tomorrow
බිහිරි,Deaf
ගොළු,Deaf
බිහිරි,ගොළු
ගොළු,බිහිරි
දෙසැම්බර්,December
ගැඹුරු,Deep
වැදගත්,Deep
ගැඹුරු,වැදගත්
වැදගත්,ගැඹුරු
ඩෙස්ක් එක,Desk
වෙනස්,Different
අමාරු,Difficult
Difficult,Difficult
අසීරු,Difficult
අමාරු,Difficult
අමාරු,අසීරු
Difficult,අමාරු
Difficult,අසීරු
අසීරු,අමාරු
අසීරු,Difficult
බෙදීම,Divide
දොස්තර,Doctor
වෛද්‍යවරයා,Doctor
දොස්තර,වෛද්‍යවරයා
වෛද්‍යවරයා,දොස්තර
බල්ලා,Dog
බල්ලෝ,Dog
බල්ලා,බල්ලෝ
බල්ලෝ,බල්ලා
ඉවරයි,Done
ඉවර,Done
ඉවරයි,ඉවර
ඉවර,ඉවරයි
එපා,Dont
කරන්න එපා,Dont
එපා,කරන්න එපා
කරන්න එපා,එපා
දන්නේ නෑ,Dont know
දන්නෙ නෑ,Dont know
දන්නේ නෑ,දන්නෙ නෑ
දන්නෙ නෑ,දන්නේ නෑ
දොර,Door
දොරවල්,Door
දොර,දොරවල්
දොරවල්,දොර
ඩබල්,Double
අඳිනවා,Draw
අඳින්න,Draw
ඇන්දා,Draw
අඳිනවා,අඳින්න
අඳිනවා,ඇන්දා
අඳින්න,අඳිනවා
අඳින්න,ඇන්දා
ඇන්දා,අඳිනවා
ඇන්දා,අඳින්න
බොනවා,Drink
බිව්වා,Drink
බොන්න,Drink
බොමු,Drink
බොනවා,බිව්වා
බොනවා,බොන්න
බොනවා,බොමු
බිව්වා,බොනවා
බිව්වා,බොන්න
බිව්වා,බොමු
බොන්න,බොනවා
බොන්න,බිව්වා
බොන්න,බොමු
බොමු,බොනවා
බොමු,බිව්වා
බොමු,බොන්න
කන,Ear
කනවා,Eat
කෑවා,Eat
කන්න,Eat
කමු,Eat
කනවා,කෑවා
කනවා,කන්න
කනවා,කමු
කෑවා,කනවා
කෑවා,කන්න
කෑවා,කමු
කන්න,කනවා
කන්න,කෑවා
කන්න,කමු
කමු,කනවා
කමු,කෑවා
කමු,කන්න
අයියා,Elder bro
අයියේ,Elder bro
අයිය,Elder bro
අයියා,අයියේ
අයියා,අයිය
අයියේ,අයියා
අයියේ,අයිය
අයිය,අයියා
අයිය,අයියේ
අක්කා,Elder sister
අක්කේ,Elder sister
අක්ක,Elder sister
අක්කි,Elder sister
අක්කා,අක්කේ
අක්කා,අක්ක
අක්කා,අක්කි
අක්කේ,අක්කා
අක්කේ,අක්ක
අක්කේ,අක්කි
අක්ක,අක්කා
අක්ක,අක්කේ
අක්ක,අක්කි
අක්කි,අක්කා
අක්කි,අක්කේ
අක්කි,අක්ක
අලියා,Elephant
අලි,Elephant
අලියෙක්,Elephant
අලියා,අලි
අලියා,අලියෙක්
අලි,අලියා
අලි,අලියෙක්
අලියෙක්,අලියා
අලියෙක්,අලි
ඇතුල් වෙනවා,Enter
ඇතුල් වෙන්න,Enter
ඇතුල් වුනා,Enter
ඇතුල් වෙනවා,ඇතුල් වෙන්න
ඇතුල් වෙනවා,ඇතුල් වුනා
ඇතුල් වෙන්න,ඇතුල් වෙනවා
ඇතුල් වෙන්න,ඇතුල් වුනා
ඇතුල් වුනා,ඇතුල් වෙනවා
ඇතුල් වුනා,ඇතුල් වෙන්න
සමානයි,Equal
මකනවා,Erase
මකන්න,Erase
මැකුවා,Erase
මකනවා,මකන්න
මකනවා,මැකුවා
මකන්න,මකනවා
මකන්න,මැකුවා
මැකුවා,මකනවා
මැකුවා,මකන්න
සවස,Evening
හවස,Evening
සවස,හවස
හවස,සවස
මාරු කරනවා,Exchange
මාරු කරන්න,Exchange
මාරු කළා,Exchange
හුවමාරු කරනවා,Exchange
මාරු කරනවා,මාරු කරන්න
මාරු කරනවා,මාරු කළා
මාරු කරනවා,හුවමාරු කරනවා
මාරු කරන්න,මාරු කරනවා
මාරු කරන්න,මාරු කළා
මාරු කරන්න,හුවමාරු කරනවා
මාරු කළා,මාරු කරනවා
මාරු කළා,මාරු කරන්න
මාරු කළා,හුවමාරු කරනවා
හුවමාරු කරනවා,මාරු කරනවා
හුවමාරු කරනවා,මාරු කරන්න
හුවමාරු කරනවා,මාරු කළා
ඇස,Eye
ඇස්,Eyes
මුහුණ,Face
පවුල්,Families
පවුල,Family
වේගයෙන්,Fast
වේගවත්,Fast
වේගයෙන්,වේගවත්
වේගවත්,වේගයෙන්
මහත,Fat
තරබාරු,Fat
මහත,තරබාරු
තරබාරු,මහත
තාත්තා,Father
තාත්තේ,Father
තාත්ත,Father
පියා,Father
අප්පච්චි,Father
තාත්තාම,Father
තාත්තාගේ,Father
තාත්ති,Father
තාත්තා,තාත්තේ
තාත්තා,තාත්ත
තාත්තා,පියා
තාත්තා,අප්පච්චි
තාත්තා,තාත්තාම
තාත්තා,තාත්තාගේ
තාත්තා,තාත්ති
තාත්තේ,තාත්තා
තාත්තේ,තාත්ත
තාත්තේ,පියා
තාත්තේ,අප්පච්චි
තාත්තේ,තාත්තාම
තාත්තේ,තාත්තාගේ
තාත්තේ,තාත්ති
තාත්ත,තාත්තා
තාත්ත,තාත්තේ
තාත්ත,පියා
තාත්ත,අප්පච්චි
තාත්ත,තාත්තාම
තාත්ත,තාත්තාගේ
තාත්ත,තාත්ති
පියා,තාත්තා
පියා,තාත්තේ
පියා,තාත්ත
පියා,අප්පච්චි
පියා,තාත්තාම
පියා,තාත්තාගේ
පියා,තාත්ති
අප්පච්චි,තාත්තා
අප්පච්චි,තාත්තේ
අප්පච්චි,තාත්ත
අප්පච්චි,පියා
අප්පච්චි,තාත්තාම
අප්පච්චි,තාත්තාගේ
අප්පච්චි,තාත්ති
තාත්තාම,තාත්තා
තාත්තාම,තාත්තේ
තාත්තාම,තාත්ත
තාත්තාම,පියා
තාත්තාම,අප්පච්චි
තාත්තාම,තාත්තාගේ
තාත්තාම,තාත්ති
තාත්තාගේ,තාත්තා
තාත්තාගේ,තාත්තේ
තාත්තාගේ,තාත්ත
තාත්තාගේ,පියා
තාත්තාගේ,අප්පච්චි
තාත්තාගේ,තාත්තාම
තාත්තාගේ,තාත්ති
තාත්ති,තාත්තා
තාත්ති,තාත්තේ
තාත්ති,තාත්ත
තාත්ති,පියා
තාත්ති,අප්පච්චි
තාත්ති,තාත්තාම
තාත්ති,තාත්තාගේ
බය,Fear
භය,Fear
බය,භය
භය,බය
පෙබරවාරි,February
දැනෙනවා,Feel
දැනුනා,Feel
දැනෙනවා,දැනුනා
දැනුනා,දැනෙනවා
උණ,Fever
රණ්ඩු වෙනවා,Fight
රණ්ඩු වෙන්න,Fight
රණ්ඩු වුනා,Fight
සටන් කරනවා,Fight
රණ්ඩු වෙනවා,රණ්ඩු වෙන්න
රණ්ඩු වෙනවා,රණ්ඩු වුනා
රණ්ඩු වෙනවා,සටන් කරනවා
රණ්ඩු වෙන්න,රණ්ඩු වෙනවා
රණ්ඩු වෙන්න,රණ්ඩු වුනා
රණ්ඩු වෙන්න,සටන් කරනවා
රණ්ඩු වුනා,රණ්ඩු වෙනවා
රණ්ඩු වුනා,රණ්ඩු වෙන්න
රණ්ඩු වුනා,සටන් කරනවා
සටන් කරනවා,රණ්ඩු වෙනවා
සටන් කරනවා,රණ්ඩු වෙන්න
සටන් කරනවා,රණ්ඩු වුනා
මාළුවා,Fish
මාළු,Fish
මාළුවා,මාළු
මාළු,මාළුවා
මල,Flower
මල්,Flower
මල,මල්
මල්,මල
අනුගමනය කරනවා,Follow
අනුගමනය කරන්න,Follow
අනුගමනය කළා,Follow
අනුගමනය කරනවා,අනුගමනය කරන්න
අනුගමනය කරනවා,අනුගමනය කළා
අනුගමනය කරන්න,අනුගමනය කරනවා
අනුගමනය කරන්න,අනුගමනය කළා
අනුගමනය කළා,අනුගමනය කරනවා
අනුගමනය කළා,අනුගමනය කරන්න
කෑම,Food
ආහාර,Food
කෑම,ආහාර
ආහාර,කෑම
නොමිලේ,Free
නිදහස්,Free
නොමිලේ,නිදහස්
නිදහස්,නොමිලේ
සිකුරාදා,Friday
යාළුවා,Friend
යාළුවෝ,Friend
යාළුවෙ,Friend
මිතුරේ,Friend
යාළුවා,යාළුවෝ
යාළුවා,යාළුවෙ
යාළුවා,මිතුරේ
යාළුවෝ,යාළුවා
යාළුවෝ,යාළුවෙ
යාළුවෝ,මිතුරේ
යාළුවෙ,යාළුවා
යාළුවෙ,යාළුවෝ
යාළුවෙ,මිතුරේ
මිතුරේ,යාළුවා
මිතුරේ,යාළුවෝ
මිතුරේ,යාළුවෙ
පිරුණු,Full
ඉදිරිය,Future
හෙට,Future
ඉදිරිදී,Future
ඉදිරියේ,Future
ඉදිරිය,හෙට
ඉදිරිය,ඉදිරිදී
ඉදිරිය,ඉදිරියේ
හෙට,ඉදිරිය
හෙට,ඉදිරිදී
හෙට,ඉදිරියේ
ඉදිරිදී,ඉදිරිය
ඉදිරිදී,හෙට
ඉදිරිදී,ඉදිරියේ
ඉදිරියේ,ඉදිරිය
ඉදිරියේ,හෙට
ඉදිරියේ,ඉදිරිදී
නැගිටිනවා,Get up
නැගිටින්න,Get up
නැගිට්ටා,Get up
නැගිටිනවා,නැගිටින්න
නැගිටිනවා,නැගිට්ටා
නැගිටින්න,නැගිටිනවා
නැගිටින්න,නැගිට්ටා
නැගිට්ටා,නැගිටිනවා
නැගිට්ටා,නැගිටින්න
දෙනවා,Give
දෙන්න,Give
දුන්නා,Give
දෙනවා,දෙන්න
දෙනවා,දුන්නා
දෙන්න,දෙනවා
දෙන්න,දුන්නා
දුන්නා,දෙනවා
දුන්නා,දෙන්න
යනවා,Go
යන්න,Go
ගියා,Go
යමු,Go
යන්නම්,Go
යනවා,යන්න
යනවා,ගියා
යනවා,යමු
යනවා,යන්නම්
යන්න,යනවා
යන්න,ගියා
යන්න,යමු
යන්න,යන්නම්
ගියා,යනවා
ගියා,යන්න
ගියා,යමු
ගියා,යන්නම්
යමු,යනවා
යමු,යන්න
යමු,ගියා
යමු,යන්නම්
යන්නම්,යනවා
යන්නම්,යන්න
යන්නම්,ගියා
යන්නම්,යමු
රත්තරන්,Gold
රන්,Gold
රත්තරන්,රන්
රන්,රත්තරන්
හොඳයි,Good
හොඳ,Good
හොඳයි,හොඳ
හොඳ,හොඳයි
සුබ සැන්දෑවක්,Good evening
සුබ උදෑසනක්,Good morning
සුබ රාත්‍රියක්,Good night
සීය,Grand father
සීයා,Grand father
සීයේ,Grand father
මුත්තා,Grand father
සීය,සීයා
සීය,සීයේ
සීය,මුත්තා
සීයා,සීය
සීයා,සීයේ
සීයා,මුත්තා
සීයේ,සීය
සීයේ,සීයා
සීයේ,මුත්තා
මුත්තා,සීය
මුත්තා,සීයා
මුත්තා,සීයේ
ආච්චි,Grand mother
ආච්චී,Grand mother
කිරි අම්මා,Grand mother
ආච්චියේ,Grand mother
ආච්චි,ආච්චී
ආච්චි,කිරි අම්මා
ආච්චි,ආච්චියේ
ආච්චී,ආච්චි
ආච්චී,කිරි අම්මා
ආච්චී,ආච්චියේ
කිරි අම්මා,ආච්චි
කිරි අම්මා,ආච්චී
කිරි අම්මා,ආච්චියේ
ආච්චියේ,ආච්චි
ආච්චියේ,ආච්චී
ආච්චියේ,කිරි අම්මා
මුනුපුරා,Grand son
කොළ,Green
අළු,Grey
Gray,Grey
අළු පාට,Grey
අළු,Gray
අළු,අළු පාට
Gray,අළු
Gray,අළු පාට
අළු පාට,අළු
අළු පාට,Gray
කණ්ඩායම,Group
Group,Group
කණ්ඩායම,Group
Group,කණ්ඩායම
ගයිඩ්,Guide
මාර්ගෝපදේශය,Guide
Guide,Guide
ගයිඩ්,මාර්ගෝපදේශය
ගයිඩ්,Guide
මාර්ගෝපදේශය,ගයිඩ්
මාර්ගෝපදේශය,Guide
Guide,ගයිඩ්
Guide,මාර්ගෝපදේශය
තුවක්කුව,Gun
කොණ්ඩය,Hair
අත,Hand
එල්ලනවා,Hang
එල්ලන්න,Hang
එල්ලුවා,Hang
එල්ලනවා,එල්ලන්න
එල්ලනවා,එල්ලුවා
එල්ලන්න,එල්ලනවා
එල්ලන්න,එල්ලුවා
එල්ලුවා,එල්ලනවා
එල්ලුවා,එල්ලන්න
සතුටුයි,Happy
සතුට,Happy
සන්තෝසයි,Happy
සතුටු,Happy
සතුටුයි,සතුට
සතුටුයි,සන්තෝසයි
සතුටුයි,සතුටු
සතුට,සතුටුයි
සතුට,සන්තෝසයි
සතුට,සතුටු
සන්තෝසයි,සතුටුයි
සන්තෝසයි,සතුට
සන්තෝසයි,සතුටු
සතුටු,සතුටුයි
සතුටු,සතුට
සතුටු,සන්තෝසයි
තද,Hard
ගල්,Hard
තද,ගල්
ගල්,තද
තොප්පිය,Hat
එයා,He
ඔහු,He
ඔහුව,He
එයා,ඔහු
එයා,ඔහුව
ඔහු,එයා
ඔහු,ඔහුව
ඔහුව,එයා
ඔහුව,ඔහු
ඔළුව,Head
සෞඛ්‍ය,Health
සෞඛ්‍යය,Health
සෞඛ්‍ය,සෞඛ්‍යය
සෞඛ්‍යය,සෞඛ්‍ය
නිරෝගී,Healthy
ඇහෙනවා,Hear
ඇහුනා,Hear
ඇහෙනවා,ඇහුනා
ඇහුනා,ඇහෙනවා
හෙලෝ,Hello
හායි,Hello
හෙලෝ,හායි
හායි,හෙලෝ
උදව්,Help
උදව් කරනවා,Help
උදව් කරන්න,Help
උදව් කළා,Help
Help,Help
උදව්,උදව් කරනවා
උදව්,උදව් කරන්න
උදව්,උදව් කළා
උදව්,Help
උදව් කරනවා,උදව්
උදව් කරනවා,උදව් කරන්න
උදව් කරනවා,උදව් කළා
